Lon,Lat,Elev,ampli47
6.775,45.925,0,0.47
6.775,45.95,0,0.47
6.775,45.975,0,0.47
6.775,46,0,0.47
6.775,46.025,0,0.44
6.775,46.05,0,0.47
6.775,46.075,0,0.47
6.775,46.1,0,0.47
6.775,46.125,0,0.47
6.775,46.15,0,0.47
6.775,46.175,0,0.47
6.775,46.2,0,0.47
6.775,46.225,0,0.47
6.775,46.25,0,0.47
6.775,46.275,0,0.47
6.775,46.3,0,0.44
6.775,46.325,0,0.44
6.775,46.35,0,0.47
6.775,46.375,0,0.47
6.775,46.4,0,0.47
6.775,46.425,0,0.47
6.775,46.45,0,0.47
6.775,46.475,0,0.53
6.775,46.5,0,0.57
6.775,46.525,0,0.57
6.775,46.55,0,0.53
6.775,46.575,0,1.03
6.775,46.6,0,0.86
6.775,46.625,0,0.86
6.775,46.65,0,1.03
6.775,46.675,0,1.03
6.775,46.7,0,0.86
6.775,46.725,0,0.86
6.775,46.75,0,0.86
6.775,46.775,0,0.86
6.775,46.8,0,1.03
6.775,46.825,0,0.47
6.775,46.85,0,0.47
6.775,46.875,0,0.47
6.775,46.9,0,0.86
6.775,46.925,0,0.86
6.775,46.95,0,0.94
6.775,46.975,0,0.96
6.775,47,0,0.96
6.775,47.025,0,0.96
6.775,47.05,0,0.96
6.775,47.075,0,1.07
6.775,47.1,0,0.96
6.775,47.125,0,0.96
6.775,47.15,0,0.96
6.775,47.175,0,0.96
6.775,47.2,0,0.96
6.775,47.225,0,0.96
6.775,47.25,0,0.96
6.775,47.275,0,0.96
6.775,47.3,0,0.47
6.775,47.325,0,0.47
6.775,47.35,0,0.47
6.775,47.375,0,0.94
6.775,47.4,0,0.96
6.775,47.425,0,0.88
6.775,47.45,0,0.96
6.775,47.475,0,0.96
6.775,47.5,0,0.88
6.775,47.525,0,0.96
6.775,47.55,0,0.96
6.775,47.575,0,0.96
6.775,47.6,0,0.47
6.775,47.625,0,0.47
6.775,47.65,0,0.47
6.775,47.675,0,0.47
6.775,47.7,0,0.47
6.775,47.725,0,0.47
6.775,47.75,0,0.47
6.775,47.775,0,0.47
6.775,47.8,0,0.47
6.8,45.8,0,0.47
6.8,45.825,0,0.47
6.8,45.85,0,0.47
6.8,45.875,0,0.47
6.8,45.9,0,0.47
6.8,45.925,0,0.95
6.8,45.95,0,0.95
6.8,45.975,0,0.47
6.8,46,0,0.47
6.8,46.025,0,0.47
6.8,46.05,0,0.47
6.8,46.075,0,0.44
6.8,46.1,0,0.47
6.8,46.125,0,0.47
6.8,46.15,0,0.16
6.8,46.175,0,0.47
6.8,46.2,0,0.47
6.8,46.225,0,0.47
6.8,46.25,0,0.47
6.8,46.275,0,0.61
6.8,46.3,0,0.16
6.8,46.325,0,0.47
6.8,46.35,0,0.47
6.8,46.375,0,0.61
6.8,46.4,0,0.47
6.8,46.425,0,0.47
6.8,46.45,0,0.47
6.8,46.475,0,0.53
6.8,46.5,0,0.53
6.8,46.525,0,0.53
6.8,46.55,0,0.53
6.8,46.575,0,0.86
6.8,46.6,0,1.03
6.8,46.625,0,1.03
6.8,46.65,0,1.03
6.8,46.675,0,0.94
6.8,46.7,0,1.03
6.8,46.725,0,1.03
6.8,46.75,0,0.86
6.8,46.775,0,1.03
6.8,46.8,0,0.86
6.8,46.825,0,0.99
6.8,46.85,0,0.47
6.8,46.875,0,0.47
6.8,46.9,0,0.47
6.8,46.925,0,0.86
6.8,46.95,0,1.11
6.8,46.975,0,1.11
6.8,47,0,0.96
6.8,47.025,0,0.96
6.8,47.05,0,0.96
6.8,47.075,0,0.94
6.8,47.1,0,0.94
6.8,47.125,0,0.96
6.8,47.15,0,0.96
6.8,47.175,0,1.11
6.8,47.2,0,0.96
6.8,47.225,0,0.96
6.8,47.25,0,0.94
6.8,47.275,0,0.96
6.8,47.3,0,0.47
6.8,47.325,0,0.47
6.8,47.35,0,0.96
6.8,47.375,0,0.96
6.8,47.4,0,0.96
6.8,47.425,0,0.96
6.8,47.45,0,0.88
6.8,47.475,0,0.47
6.8,47.5,0,0.96
6.8,47.525,0,0.96
6.8,47.55,0,0.96
6.8,47.575,0,0.96
6.8,47.6,0,0.94
6.8,47.625,0,0.47
6.8,47.65,0,0.47
6.8,47.675,0,0.47
6.8,47.7,0,0.47
6.8,47.725,0,0.47
6.8,47.75,0,0.47
6.8,47.775,0,0.47
6.8,47.8,0,0.47
6.825,45.8,0,0.95
6.825,45.825,0,0.95
6.825,45.85,0,0.95
6.825,45.875,0,0.95
6.825,45.9,0,0.47
6.825,45.925,0,0.95
6.825,45.95,0,0.95
6.825,45.975,0,0.95
6.825,46,0,0.47
6.825,46.025,0,0.47
6.825,46.05,0,0.47
6.825,46.075,0,0.47
6.825,46.1,0,0.47
6.825,46.125,0,0.47
6.825,46.15,0,0.16
6.825,46.175,0,0.47
6.825,46.2,0,0.16
6.825,46.225,0,0.47
6.825,46.25,0,0.47
6.825,46.275,0,0.61
6.825,46.3,0,0.16
6.825,46.325,0,0.47
6.825,46.35,0,0.47
6.825,46.375,0,0.61
6.825,46.4,0,0.47
6.825,46.425,0,0.47
6.825,46.45,0,0.47
6.825,46.475,0,0.53
6.825,46.5,0,0.53
6.825,46.525,0,0.53
6.825,46.55,0,0.53
6.825,46.575,0,0.86
6.825,46.6,0,0.86
6.825,46.625,0,1.03
6.825,46.65,0,1.03
6.825,46.675,0,1.03
6.825,46.7,0,1.03
6.825,46.725,0,1.03
6.825,46.75,0,0.86
6.825,46.775,0,1.03
6.825,46.8,0,0.86
6.825,46.825,0,0.86
6.825,46.85,0,0.47
6.825,46.875,0,0.47
6.825,46.9,0,0.47
6.825,46.925,0,0.56
6.825,46.95,0,0.86
6.825,46.975,0,0.96
6.825,47,0,0.86
6.825,47.025,0,0.96
6.825,47.05,0,1.11
6.825,47.075,0,0.96
6.825,47.1,0,1.11
6.825,47.125,0,0.96
6.825,47.15,0,0.96
6.825,47.175,0,0.96
6.825,47.2,0,0.96
6.825,47.225,0,0.96
6.825,47.25,0,0.96
6.825,47.275,0,0.96
6.825,47.3,0,0.94
6.825,47.325,0,0.47
6.825,47.35,0,0.96
6.825,47.375,0,0.96
6.825,47.4,0,0.96
6.825,47.425,0,0.96
6.825,47.45,0,0.96
6.825,47.475,0,0.96
6.825,47.5,0,0.47
6.825,47.525,0,0.47
6.825,47.55,0,0.96
6.825,47.575,0,0.96
6.825,47.6,0,0.96
6.825,47.625,0,0.94
6.825,47.65,0,0.94
6.825,47.675,0,0.47
6.825,47.7,0,0.94
6.825,47.725,0,0.47
6.825,47.75,0,0.47
6.825,47.775,0,0.47
6.825,47.8,0,0.47
6.85,45.8,0,0.95
6.85,45.825,0,0.47
6.85,45.85,0,0.47
6.85,45.875,0,0.47
6.85,45.9,0,0.47
6.85,45.925,0,0.47
6.85,45.95,0,0.95
6.85,45.975,0,0.95
6.85,46,0,0.47
6.85,46.025,0,0.47
6.85,46.05,0,0.44
6.85,46.075,0,0.47
6.85,46.1,0,0.44
6.85,46.125,0,0.47
6.85,46.15,0,0.47
6.85,46.175,0,0.47
6.85,46.2,0,0.47
6.85,46.225,0,0.47
6.85,46.25,0,0.44
6.85,46.275,0,0.47
6.85,46.3,0,0.16
6.85,46.325,0,0.47
6.85,46.35,0,0.47
6.85,46.375,0,0.93
6.85,46.4,0,0.47
6.85,46.425,0,0.47
6.85,46.45,0,0.47
6.85,46.475,0,0.94
6.85,46.5,0,0.53
6.85,46.525,0,0.57
6.85,46.55,0,0.57
6.85,46.575,0,0.53
6.85,46.6,0,0.99
6.85,46.625,0,0.99
6.85,46.65,0,0.86
6.85,46.675,0,0.86
6.85,46.7,0,1.03
6.85,46.725,0,1.03
6.85,46.75,0,1.03
6.85,46.775,0,0.86
6.85,46.8,0,0.86
6.85,46.825,0,0.86
6.85,46.85,0,0.99
6.85,46.875,0,0.47
6.85,46.9,0,0.47
6.85,46.925,0,0.47
6.85,46.95,0,0.56
6.85,46.975,0,1.11
6.85,47,0,0.94
6.85,47.025,0,0.86
6.85,47.05,0,0.96
6.85,47.075,0,0.96
6.85,47.1,0,0.94
6.85,47.125,0,0.96
6.85,47.15,0,0.96
6.85,47.175,0,0.96
6.85,47.2,0,0.96
6.85,47.225,0,0.96
6.85,47.25,0,0.96
6.85,47.275,0,0.96
6.85,47.3,0,0.94
6.85,47.325,0,0.47
6.85,47.35,0,0.96
6.85,47.375,0,0.96
6.85,47.4,0,0.96
6.85,47.425,0,0.96
6.85,47.45,0,0.96
6.85,47.475,0,0.96
6.85,47.5,0,0.47
6.85,47.525,0,0.47
6.85,47.55,0,0.47
6.85,47.575,0,0.96
6.85,47.6,0,0.96
6.85,47.625,0,0.96
6.85,47.65,0,0.88
6.85,47.675,0,0.47
6.85,47.7,0,0.94
6.85,47.725,0,0.47
6.85,47.75,0,0.47
6.85,47.775,0,0.47
6.85,47.8,0,0.47
6.875,45.8,0,0.95
6.875,45.825,0,0.47
6.875,45.85,0,0.47
6.875,45.875,0,0.47
6.875,45.9,0,0.95
6.875,45.925,0,0.47
6.875,45.95,0,0.95
6.875,45.975,0,0.95
6.875,46,0,0.95
6.875,46.025,0,0.95
6.875,46.05,0,0.47
6.875,46.075,0,0.47
6.875,46.1,0,0.47
6.875,46.125,0,0.47
6.875,46.15,0,0.47
6.875,46.175,0,0.47
6.875,46.2,0,0.16
6.875,46.225,0,0.47
6.875,46.25,0,0.47
6.875,46.275,0,0.47
6.875,46.3,0,0.16
6.875,46.325,0,0.47
6.875,46.35,0,0.7
6.875,46.375,0,0.8
6.875,46.4,0,0.47
6.875,46.425,0,0.47
6.875,46.45,0,0.53
6.875,46.475,0,0.53
6.875,46.5,0,0.53
6.875,46.525,0,0.57
6.875,46.55,0,0.57
6.875,46.575,0,0.53
6.875,46.6,0,0.53
6.875,46.625,0,1.03
6.875,46.65,0,0.86
6.875,46.675,0,1.03
6.875,46.7,0,0.86
6.875,46.725,0,0.86
6.875,46.75,0,0.99
6.875,46.775,0,0.86
6.875,46.8,0,0.86
6.875,46.825,0,0.86
6.875,46.85,0,0.86
6.875,46.875,0,0.47
6.875,46.9,0,0.47
6.875,46.925,0,0.47
6.875,46.95,0,0.47
6.875,46.975,0,0.86
6.875,47,0,0.96
6.875,47.025,0,0.94
6.875,47.05,0,0.86
6.875,47.075,0,0.96
6.875,47.1,0,1.11
6.875,47.125,0,0.96
6.875,47.15,0,0.96
6.875,47.175,0,0.96
6.875,47.2,0,0.96
6.875,47.225,0,0.96
6.875,47.25,0,0.96
6.875,47.275,0,0.96
6.875,47.3,0,0.96
6.875,47.325,0,0.47
6.875,47.35,0,0.96
6.875,47.375,0,0.96
6.875,47.4,0,0.96
6.875,47.425,0,0.96
6.875,47.45,0,0.88
6.875,47.475,0,0.96
6.875,47.5,0,0.47
6.875,47.525,0,0.47
6.875,47.55,0,0.47
6.875,47.575,0,0.47
6.875,47.6,0,0.47
6.875,47.625,0,0.96
6.875,47.65,0,0.47
6.875,47.675,0,0.47
6.875,47.7,0,0.94
6.875,47.725,0,0.47
6.875,47.75,0,0.47
6.875,47.775,0,0.47
6.875,47.8,0,0.47
6.9,45.8,0,0.47
6.9,45.825,0,0.47
6.9,45.85,0,0.47
6.9,45.875,0,0.47
6.9,45.9,0,0.47
6.9,45.925,0,0.95
6.9,45.95,0,0.47
6.9,45.975,0,0.95
6.9,46,0,0.95
6.9,46.025,0,0.95
6.9,46.05,0,0.95
6.9,46.075,0,0.47
6.9,46.1,0,0.47
6.9,46.125,0,0.44
6.9,46.15,0,0.47
6.9,46.175,0,0.16
6.9,46.2,0,0.47
6.9,46.225,0,0.53
6.9,46.25,0,0.47
6.9,46.275,0,0.47
6.9,46.3,0,0.47
6.9,46.325,0,0.8
6.9,46.35,0,0.8
6.9,46.375,0,0.8
6.9,46.4,0,0.47
6.9,46.425,0,0.47
6.9,46.45,0,0.53
6.9,46.475,0,0.47
6.9,46.5,0,0.16
6.9,46.525,0,0.53
6.9,46.55,0,0.53
6.9,46.575,0,0.53
6.9,46.6,0,0.53
6.9,46.625,0,1.03
6.9,46.65,0,1.03
6.9,46.675,0,0.86
6.9,46.7,0,1.03
6.9,46.725,0,0.86
6.9,46.75,0,0.86
6.9,46.775,0,0.88
6.9,46.8,0,0.94
6.9,46.825,0,0.8
6.9,46.85,0,0.86
6.9,46.875,0,0.99
6.9,46.9,0,0.47
6.9,46.925,0,0.47
6.9,46.95,0,0.47
6.9,46.975,0,0.47
6.9,47,0,0.96
6.9,47.025,0,0.94
6.9,47.05,0,0.86
6.9,47.075,0,0.96
6.9,47.1,0,0.96
6.9,47.125,0,0.96
6.9,47.15,0,0.96
6.9,47.175,0,0.96
6.9,47.2,0,0.94
6.9,47.225,0,0.96
6.9,47.25,0,0.96
6.9,47.275,0,0.96
6.9,47.3,0,0.96
6.9,47.325,0,0.96
6.9,47.35,0,0.47
6.9,47.375,0,0.96
6.9,47.4,0,0.96
6.9,47.425,0,0.96
6.9,47.45,0,0.96
6.9,47.475,0,0.96
6.9,47.5,0,0.47
6.9,47.525,0,0.47
6.9,47.55,0,0.47
6.9,47.575,0,0.47
6.9,47.6,0,0.47
6.9,47.625,0,0.47
6.9,47.65,0,0.96
6.9,47.675,0,1.22
6.9,47.7,0,0.47
6.9,47.725,0,0.47
6.9,47.75,0,0.47
6.9,47.775,0,0.47
6.9,47.8,0,0.47
6.925,45.8,0,0.47
6.925,45.825,0,0.47
6.925,45.85,0,0.47
6.925,45.875,0,0.47
6.925,45.9,0,0.47
6.925,45.925,0,0.47
6.925,45.95,0,0.95
6.925,45.975,0,0.47
6.925,46,0,0.47
6.925,46.025,0,0.47
6.925,46.05,0,0.95
6.925,46.075,0,0.95
6.925,46.1,0,0.44
6.925,46.125,0,0.47
6.925,46.15,0,0.61
6.925,46.175,0,0.16
6.925,46.2,0,0.16
6.925,46.225,0,0.53
6.925,46.25,0,0.57
6.925,46.275,0,0.47
6.925,46.3,0,0.8
6.925,46.325,0,0.8
6.925,46.35,0,0.8
6.925,46.375,0,0.8
6.925,46.4,0,0.56
6.925,46.425,0,0.47
6.925,46.45,0,0.47
6.925,46.475,0,0.61
6.925,46.5,0,0.61
6.925,46.525,0,0.61
6.925,46.55,0,0.47
6.925,46.575,0,0.56
6.925,46.6,0,0.53
6.925,46.625,0,0.57
6.925,46.65,0,0.86
6.925,46.675,0,1.03
6.925,46.7,0,0.86
6.925,46.725,0,0.86
6.925,46.75,0,0.86
6.925,46.775,0,0.86
6.925,46.8,0,0.94
6.925,46.825,0,0.8
6.925,46.85,0,0.8
6.925,46.875,0,0.86
6.925,46.9,0,0.99
6.925,46.925,0,0.47
6.925,46.95,0,0.47
6.925,46.975,0,0.47
6.925,47,0,0.96
6.925,47.025,0,1.11
6.925,47.05,0,0.88
6.925,47.075,0,0.96
6.925,47.1,0,0.94
6.925,47.125,0,0.86
6.925,47.15,0,0.96
6.925,47.175,0,0.96
6.925,47.2,0,0.96
6.925,47.225,0,0.96
6.925,47.25,0,0.96
6.925,47.275,0,0.96
6.925,47.3,0,0.96
6.925,47.325,0,0.96
6.925,47.35,0,0.47
6.925,47.375,0,0.96
6.925,47.4,0,0.96
6.925,47.425,0,0.96
6.925,47.45,0,0.96
6.925,47.475,0,0.96
6.925,47.5,0,0.96
6.925,47.525,0,1.19
6.925,47.55,0,0.96
6.925,47.575,0,0.47
6.925,47.6,0,1.19
6.925,47.625,0,1.19
6.925,47.65,0,0.96
6.925,47.675,0,0.96
6.925,47.7,0,0.47
6.925,47.725,0,0.47
6.925,47.75,0,0.47
6.925,47.775,0,0.47
6.925,47.8,0,0.47
6.95,45.8,0,0.47
6.95,45.825,0,0.47
6.95,45.85,0,0.47
6.95,45.875,0,0.47
6.95,45.9,0,0.47
6.95,45.925,0,0.47
6.95,45.95,0,0.47
6.95,45.975,0,0.47
6.95,46,0,0.47
6.95,46.025,0,0.44
6.95,46.05,0,0.95
6.95,46.075,0,0.47
6.95,46.1,0,0.47
6.95,46.125,0,0.47
6.95,46.15,0,0.61
6.95,46.175,0,0.47
6.95,46.2,0,0.16
6.95,46.225,0,0.16
6.95,46.25,0,0.56
6.95,46.275,0,0.8
6.95,46.3,0,0.8
6.95,46.325,0,0.56
6.95,46.35,0,0.47
6.95,46.375,0,0.44
6.95,46.4,0,0.61
6.95,46.425,0,0.44
6.95,46.45,0,0.47
6.95,46.475,0,0.47
6.95,46.5,0,0.47
6.95,46.525,0,0.61
6.95,46.55,0,0.16
6.95,46.575,0,0.16
6.95,46.6,0,0.57
6.95,46.625,0,0.57
6.95,46.65,0,1.03
6.95,46.675,0,0.86
6.95,46.7,0,0.86
6.95,46.725,0,1.03
6.95,46.75,0,0.86
6.95,46.775,0,1.03
6.95,46.8,0,0.86
6.95,46.825,0,0.86
6.95,46.85,0,0.8
6.95,46.875,0,0.99
6.95,46.9,0,0.86
6.95,46.925,0,0.47
6.95,46.95,0,0.47
6.95,46.975,0,0.47
6.95,47,0,1.11
6.95,47.025,0,0.96
6.95,47.05,0,0.86
6.95,47.075,0,1.11
6.95,47.1,0,0.96
6.95,47.125,0,0.96
6.95,47.15,0,0.96
6.95,47.175,0,0.96
6.95,47.2,0,0.96
6.95,47.225,0,0.96
6.95,47.25,0,0.96
6.95,47.275,0,0.96
6.95,47.3,0,0.96
6.95,47.325,0,0.94
6.95,47.35,0,0.94
6.95,47.375,0,0.96
6.95,47.4,0,0.96
6.95,47.425,0,0.96
6.95,47.45,0,0.96
6.95,47.475,0,0.96
6.95,47.5,0,0.96
6.95,47.525,0,0.96
6.95,47.55,0,0.47
6.95,47.575,0,0.47
6.95,47.6,0,1.19
6.95,47.625,0,0.47
6.95,47.65,0,1.19
6.95,47.675,0,0.47
6.95,47.7,0,0.47
6.95,47.725,0,0.47
6.95,47.75,0,0.47
6.95,47.775,0,0.47
6.95,47.8,0,0.47
6.975,45.8,0,0.47
6.975,45.825,0,0.47
6.975,45.85,0,0.47
6.975,45.875,0,0.47
6.975,45.9,0,0.47
6.975,45.925,0,0.47
6.975,45.95,0,0.47
6.975,45.975,0,0.95
6.975,46,0,0.95
6.975,46.025,0,0.47
6.975,46.05,0,0.47
6.975,46.075,0,0.47
6.975,46.1,0,0.47
6.975,46.125,0,0.47
6.975,46.15,0,0.44
6.975,46.175,0,0.16
6.975,46.2,0,0.16
6.975,46.225,0,0.16
6.975,46.25,0,0.56
6.975,46.275,0,0.8
6.975,46.3,0,0.8
6.975,46.325,0,0.47
6.975,46.35,0,0.7
6.975,46.375,0,0.16
6.975,46.4,0,0.47
6.975,46.425,0,0.47
6.975,46.45,0,0.44
6.975,46.475,0,0.47
6.975,46.5,0,0.47
6.975,46.525,0,0.47
6.975,46.55,0,0.16
6.975,46.575,0,0.16
6.975,46.6,0,0.47
6.975,46.625,0,0.57
6.975,46.65,0,0.53
6.975,46.675,0,1.03
6.975,46.7,0,1.03
6.975,46.725,0,1.03
6.975,46.75,0,0.86
6.975,46.775,0,0.86
6.975,46.8,0,0.86
6.975,46.825,0,0.99
6.975,46.85,0,0.8
6.975,46.875,0,0.8
6.975,46.9,0,0.99
6.975,46.925,0,0.99
6.975,46.95,0,0.47
6.975,46.975,0,0.47
6.975,47,0,0.47
6.975,47.025,0,1.11
6.975,47.05,0,0.96
6.975,47.075,0,0.86
6.975,47.1,0,1.11
6.975,47.125,0,0.96
6.975,47.15,0,0.96
6.975,47.175,0,0.96
6.975,47.2,0,0.96
6.975,47.225,0,0.96
6.975,47.25,0,0.96
6.975,47.275,0,0.96
6.975,47.3,0,0.96
6.975,47.325,0,0.94
6.975,47.35,0,0.96
6.975,47.375,0,0.96
6.975,47.4,0,0.96
6.975,47.425,0,0.96
6.975,47.45,0,0.96
6.975,47.475,0,0.96
6.975,47.5,0,0.96
6.975,47.525,0,0.96
6.975,47.55,0,1.19
6.975,47.575,0,0.47
6.975,47.6,0,0.47
6.975,47.625,0,1.19
6.975,47.65,0,1.19
6.975,47.675,0,1.19
6.975,47.7,0,0.47
6.975,47.725,0,0.47
6.975,47.75,0,0.47
6.975,47.775,0,0.47
6.975,47.8,0,0.47
7,45.8,0,0.16
7,45.825,0,0.47
7,45.85,0,0.47
7,45.875,0,0.47
7,45.9,0,0.47
7,45.925,0,0.47
7,45.95,0,0.47
7,45.975,0,0.47
7,46,0,0.95
7,46.025,0,0.47
7,46.05,0,0.47
7,46.075,0,0.95
7,46.1,0,0.95
7,46.125,0,0.47
7,46.15,0,0.47
7,46.175,0,0.95
7,46.2,0,0.44
7,46.225,0,0.47
7,46.25,0,0.56
7,46.275,0,0.56
7,46.3,0,0.16
7,46.325,0,0.47
7,46.35,0,0.44
7,46.375,0,0.47
7,46.4,0,0.16
7,46.425,0,0.47
7,46.45,0,0.44
7,46.475,0,0.47
7,46.5,0,0.44
7,46.525,0,0.47
7,46.55,0,0.61
7,46.575,0,0.61
7,46.6,0,0.61
7,46.625,0,0.47
7,46.65,0,0.57
7,46.675,0,0.94
7,46.7,0,1.03
7,46.725,0,1.03
7,46.75,0,1.03
7,46.775,0,1.03
7,46.8,0,0.99
7,46.825,0,1.03
7,46.85,0,0.99
7,46.875,0,0.8
7,46.9,0,0.8
7,46.925,0,0.99
7,46.95,0,0.88
7,46.975,0,0.47
7,47,0,0.47
7,47.025,0,0.86
7,47.05,0,1.11
7,47.075,0,0.96
7,47.1,0,0.96
7,47.125,0,0.96
7,47.15,0,1.05
7,47.175,0,0.96
7,47.2,0,0.96
7,47.225,0,0.96
7,47.25,0,0.96
7,47.275,0,0.96
7,47.3,0,0.96
7,47.325,0,0.94
7,47.35,0,0.96
7,47.375,0,0.47
7,47.4,0,0.96
7,47.425,0,1.19
7,47.45,0,1.19
7,47.475,0,0.96
7,47.5,0,0.96
7,47.525,0,0.47
7,47.55,0,1.19
7,47.575,0,1.19
7,47.6,0,0.47
7,47.625,0,1.19
7,47.65,0,1.19
7,47.675,0,1.19
7,47.7,0,1.19
7,47.725,0,0.47
7,47.75,0,0.47
7,47.775,0,0.47
7,47.8,0,0.47
7.025,45.8,0,0.16
7.025,45.825,0,0.47
7.025,45.85,0,0.47
7.025,45.875,0,0.47
7.025,45.9,0,0.47
7.025,45.925,0,0.47
7.025,45.95,0,0.47
7.025,45.975,0,0.47
7.025,46,0,0.47
7.025,46.025,0,0.95
7.025,46.05,0,0.47
7.025,46.075,0,0.93
7.025,46.1,0,0.95
7.025,46.125,0,0.47
7.025,46.15,0,0.47
7.025,46.175,0,0.8
7.025,46.2,0,0.93
7.025,46.225,0,0.56
7.025,46.25,0,0.61
7.025,46.275,0,0.56
7.025,46.3,0,0.47
7.025,46.325,0,0.47
7.025,46.35,0,0.16
7.025,46.375,0,0.44
7.025,46.4,0,0.16
7.025,46.425,0,0.47
7.025,46.45,0,0.47
7.025,46.475,0,0.47
7.025,46.5,0,0.47
7.025,46.525,0,0.47
7.025,46.55,0,0.47
7.025,46.575,0,0.16
7.025,46.6,0,0.61
7.025,46.625,0,0.57
7.025,46.65,0,0.57
7.025,46.675,0,0.94
7.025,46.7,0,1.03
7.025,46.725,0,0.86
7.025,46.75,0,0.86
7.025,46.775,0,0.86
7.025,46.8,0,0.99
7.025,46.825,0,0.99
7.025,46.85,0,0.99
7.025,46.875,0,0.86
7.025,46.9,0,0.8
7.025,46.925,0,0.99
7.025,46.95,0,0.86
7.025,46.975,0,0.47
7.025,47,0,0.47
7.025,47.025,0,0.86
7.025,47.05,0,0.99
7.025,47.075,0,0.86
7.025,47.1,0,0.96
7.025,47.125,0,0.96
7.025,47.15,0,0.96
7.025,47.175,0,0.96
7.025,47.2,0,0.96
7.025,47.225,0,0.96
7.025,47.25,0,0.96
7.025,47.275,0,0.96
7.025,47.3,0,0.94
7.025,47.325,0,0.94
7.025,47.35,0,0.96
7.025,47.375,0,0.94
7.025,47.4,0,0.96
7.025,47.425,0,0.96
7.025,47.45,0,1.19
7.025,47.475,0,0.96
7.025,47.5,0,0.47
7.025,47.525,0,0.47
7.025,47.55,0,1.19
7.025,47.575,0,1.19
7.025,47.6,0,1.19
7.025,47.625,0,1.19
7.025,47.65,0,1.19
7.025,47.675,0,1.19
7.025,47.7,0,1.19
7.025,47.725,0,1.19
7.025,47.75,0,0.94
7.025,47.775,0,0.47
7.025,47.8,0,0.47
7.05,45.8,0,0.47
7.05,45.825,0,0.47
7.05,45.85,0,0.47
7.05,45.875,0,0.47
7.05,45.9,0,0.47
7.05,45.925,0,0.47
7.05,45.95,0,0.47
7.05,45.975,0,0.47
7.05,46,0,0.47
7.05,46.025,0,0.47
7.05,46.05,0,0.47
7.05,46.075,0,0.47
7.05,46.1,0,0.47
7.05,46.125,0,0.8
7.05,46.15,0,0.47
7.05,46.175,0,0.95
7.05,46.2,0,0.95
7.05,46.225,0,0.16
7.05,46.25,0,0.47
7.05,46.275,0,0.47
7.05,46.3,0,0.61
7.05,46.325,0,0.16
7.05,46.35,0,0.47
7.05,46.375,0,0.61
7.05,46.4,0,0.47
7.05,46.425,0,0.47
7.05,46.45,0,0.47
7.05,46.475,0,0.47
7.05,46.5,0,0.47
7.05,46.525,0,0.47
7.05,46.55,0,0.47
7.05,46.575,0,0.47
7.05,46.6,0,0.61
7.05,46.625,0,0.47
7.05,46.65,0,0.57
7.05,46.675,0,0.57
7.05,46.7,0,0.86
7.05,46.725,0,0.86
7.05,46.75,0,1.03
7.05,46.775,0,0.86
7.05,46.8,0,1.03
7.05,46.825,0,0.86
7.05,46.85,0,0.99
7.05,46.875,0,0.99
7.05,46.9,0,1.19
7.05,46.925,0,0.47
7.05,46.95,0,0.86
7.05,46.975,0,0.8
7.05,47,0,0.8
7.05,47.025,0,0.99
7.05,47.05,0,1.19
7.05,47.075,0,0.96
7.05,47.1,0,0.86
7.05,47.125,0,0.96
7.05,47.15,0,0.96
7.05,47.175,0,0.96
7.05,47.2,0,0.96
7.05,47.225,0,1.07
7.05,47.25,0,0.96
7.05,47.275,0,0.96
7.05,47.3,0,0.94
7.05,47.325,0,0.94
7.05,47.35,0,0.96
7.05,47.375,0,0.96
7.05,47.4,0,0.96
7.05,47.425,0,0.96
7.05,47.45,0,0.88
7.05,47.475,0,0.96
7.05,47.5,0,0.96
7.05,47.525,0,0.47
7.05,47.55,0,1.19
7.05,47.575,0,1.19
7.05,47.6,0,1.19
7.05,47.625,0,1.19
7.05,47.65,0,1.19
7.05,47.675,0,1.19
7.05,47.7,0,1.19
7.05,47.725,0,0.47
7.05,47.75,0,1.19
7.05,47.775,0,0.47
7.05,47.8,0,0.47
7.075,45.8,0,0.47
7.075,45.825,0,0.47
7.075,45.85,0,0.47
7.075,45.875,0,0.47
7.075,45.9,0,0.47
7.075,45.925,0,0.47
7.075,45.95,0,0.47
7.075,45.975,0,0.47
7.075,46,0,0.47
7.075,46.025,0,0.47
7.075,46.05,0,0.47
7.075,46.075,0,0.47
7.075,46.1,0,0.8
7.075,46.125,0,0.47
7.075,46.15,0,0.95
7.075,46.175,0,0.47
7.075,46.2,0,0.47
7.075,46.225,0,0.47
7.075,46.25,0,0.47
7.075,46.275,0,0.61
7.075,46.3,0,0.61
7.075,46.325,0,0.47
7.075,46.35,0,0.16
7.075,46.375,0,0.16
7.075,46.4,0,0.47
7.075,46.425,0,0.16
7.075,46.45,0,0.44
7.075,46.475,0,0.47
7.075,46.5,0,0.47
7.075,46.525,0,0.47
7.075,46.55,0,0.47
7.075,46.575,0,0.47
7.075,46.6,0,0.47
7.075,46.625,0,0.47
7.075,46.65,0,0.47
7.075,46.675,0,0.57
7.075,46.7,0,0.86
7.075,46.725,0,0.86
7.075,46.75,0,0.86
7.075,46.775,0,1.03
7.075,46.8,0,1.03
7.075,46.825,0,1.03
7.075,46.85,0,0.86
7.075,46.875,0,0.99
7.075,46.9,0,0.86
7.075,46.925,0,0.47
